0,0,0,0,0,NaN,NaN
5.057526,2,16,0,1,0.00,12.50
10.1362,16,16,0,1,0.00,100.00
15.14149,16,40,0,11,0.00,40.00
20.17671,28,40,0,11,0.00,70.00
25.27319,40,48,0,12,0.00,83.33
30.27853,43,48,0,12,0.00,89.58
35.32504,48,48,0,12,0.00,100.00
40.43505,50,50,0,13,0.00,100.00
45.45218,52,90,0,24,0.00,57.78
50.48701,52,90,0,24,0.00,57.78
55.54494,54,98,0,25,0.00,55.10
60.58927,56,106,0,26,0.00,52.83
65.66969,56,106,0,26,0.00,52.83
70.71616,62,106,0,26,0.00,58.49
75.7865,77,106,0,26,0.00,72.64
80.79179,82,118,0,30,0.00,69.49
85.80106,87,118,0,30,0.00,73.73
90.85419,92,118,0,30,0.00,77.97
95.93307,94,120,0,31,0.00,78.33
0,95,200,0,41,0.00,47.50
2.872002,107,216,0,42,0.00,49.54
5.018654,112,216,0,42,0.00,51.85
7.238892,112,216,0,42,0.00,51.85
